mark,title,price,price_adjusted,link,addr,explain,社區,車 位,管理費,poster,養寵物,格局,坪數,樓層,型態,expired_at,id,desc,fetched
,R8三多商圈85大樓旁~超值三房設備齊全,12500,15390,https://rent.591.com.tw/rent-detail-10655300.html,高雄市苓雅區新光路62巷22號,,諾貝爾大樓,無,2370元/月,花琪房屋(仲介，收取服務費),不可以,3房2廳2衛2陽台,22.93坪,4F/35F,電梯大樓,2021-04-18,10655300,"R8三多百貨商圈、地標85大樓旁~亮麗3房~客廳及主臥皆有大陽台。
☆明亮客廳，主臥房有陽台~漂亮採光~陽台皆有安全鐵窗。
☆格局方正~每房間皆有冷氣、窗簾、雙人床組。
*另有平面汽車位出租。B2~B5月租$1800.左右 。

*本廣告文案如有誤差，以不動產說明書或政府相關機關資訊為準。
歡迎現場看屋花琪房屋 07-5365555  
公司地址：苓雅區新光路62巷23號
諾貝爾C棟管理室旁 (近85大樓旁)
看屋時間自上午10點至晚上7點，周日店休，看屋需提前一日前預約。
屋主要求：承租方需任職於千大企業公司或公家機關上班。
*惟是否出租，出租方有權做最後審核權。

生活超便利~附近共有九家24hs超商，樓下有商店街：美髮沙龍，有澳門茶餐廳、印度料理、越南美食、火鍋店、服飾店、藥妝店、投幣洗衣店，旁邊有各式小吃街、早餐店。

※百貨賣場林立：大遠百、新光三越百貨、SoGo百貨、好市多大賣場、家樂福賣場、夢時代購物中心、MLD台鋁商城、小北百貨、自強夜市、苓雅傳統市場、*新~全聯~三多店。

本大樓緊臨亞洲新灣區中的【世貿展覽館】、及【圖書總館、二期文創會館】、水岸輕軌【C8展覽館站】，近軟科園區、中鋼企業大樓、新光碼頭公園、亞太財經辦公大樓、曼哈頓大樓~ 生活機能性超佳。",2021-03-20
,瑞隆商圈肉豆公2房（租金含管理費）,12500,13020,https://rent.591.com.tw/rent-detail-10551503.html,高雄市鳳山區善和街113號,含管理費/清潔費,長谷吉富,無,--,蔣小姐(仲介，收取服務費),不可以,2房2廳1衛1陽台,17.699坪,8F/16F,電梯大樓,2021-03-28,10551503,1.位瑞隆商圈肉豆公最熱鬧區域.商家銀行林立生活便利 2.前陽台外推.大室內.使用空間大 3.正大2房+一和室.衛浴有開窗 4.屋況保持佳.稍稍整理即可入住 5.附近大型停車場多好停車 6.下樓即可到肉豆公式場.採買極方便.婆婆媽媽的最愛 7.歡迎預約看屋8.有養寵物及拜拜的不好意思囉,2021-03-20
,南華.瑞隆商圈超便利大2房【衛浴開窗】,12500,13020,https://rent.591.com.tw/rent-detail-10552815.html,高雄市鳳山區善和街,含管理費,長谷吉富,無,--,黃瓊惠(仲介，收取服務費),不可以,2房2廳1衛1陽台,17.699坪,8F/16F,電梯大樓,2021-03-28,10552815,"1.位瑞隆商圈肉豆公最熱鬧區域.商家銀行林立生活便利.

2.前陽台外推.大室內.使用空間大

3.正大2房+一和室.衛浴有開窗

4.屋況保持佳.即可入住

5.附近大型停車場多好停車

6.下樓即可到肉豆公式場.採買極方便.婆婆媽媽的最愛",2021-03-20
,劍橋小鎮優質美寓,12500,12500,https://rent.591.com.tw/rent-detail-10610681.html,高雄市大社區萬金路92巷1號,含管理費,劍橋小鎮,平面式停車位，已含租金內,--,徐媽媽（屋主）,不可以,3房2廳2衛2陽台,30坪,4F/6F,電梯大樓,2021-04-09,10610681,安靜安全近便利商店，有包括管理費,2021-03-20
,光線良好，生活機能佳!!,12800,12800,https://rent.591.com.tw/rent-detail-10557847.html,高雄市苓雅區四維四路,,貴族小城市大樓,無,--,宋小姐（屋主聲明：仲介勿擾）,不可以,2房1廳1衛2陽台,23坪,4F/12F,電梯大樓,2021-03-29,10557847,"光線好! 
生活機能佳!!
近圖書總館!!!
近百貨商圈!!!!



1.適合學生、單身女性上班族、新婚家庭

2.不含管理費

3.不可養寵物",2021-03-20
,"美麗島站市中心2房+和室新裝潢,家具家電",12800,14400,https://rent.591.com.tw/rent-detail-10617402.html,高雄市新興區南華橫一路13號,,自由自在,無,1600元/月,胡先生（屋主）,不可以,3房1廳1衛0陽台,18坪,2F/7F,電梯大樓,2021-04-10,10617402,"3房+客廳,1間衛浴,有廚具,家具家電齊全,裝潢美,剛整理過,戶少單純,電梯刷卡管理佳,2樓僅3戶


新興區電信局旁,到六合夜市&捷運站口走路5分鐘,火車站10分鐘


曬衣服可在臥室前面窗台，左右2間前臥室都有窗台(沒有陽台)",2021-03-20
,"六合夜市捷運站2房+和室裝潢美,家具家電",12800,14400,https://rent.591.com.tw/rent-detail-10617609.html,高雄市新興區南華橫一路13號,,自由自在,無,1600元/月,胡先生（屋主）,不可以,2房1廳1衛0陽台,18坪,2F/7F,電梯大樓,2021-04-10,10617609,"2房+1和室,客廳,1間衛浴,有廚具,家具家電齊全,裝潢美,剛整理過,戶少單純,電梯刷卡管理佳,2樓僅3戶


新興區電信局旁,到六合夜市&捷運站口走路5分鐘,火車站10分鐘


曬衣服可在臥室前面窗台，左右2間前臥室都有窗台(沒有陽台)",2021-03-20
,小港1+2樓店面、辦公室優質出租,13000,14200,https://rent.591.com.tw/rent-detail-10651087.html,高雄市小港區光盛街,,社區青島新城丙區,無,1200元/月,曾太太（屋主聲明：仲介勿擾）,不可以,開放式格局,34坪,1F/10F,電梯大樓,2021-04-18,10651087,"屋況好

樓中樓設計

適合店面、美容美甲、個人工作室、辦公室、住家...等",2021-03-20
,"舒適三大房且交通便利,享有電梯及保全人員",13000,13000,https://rent.591.com.tw/rent-detail-10649657.html,高雄市楠梓區青埔街50巷,含管理費/網路/水費,溫布頓,無,--,蕭小姐（代理人）,不可以,3房1廳3衛2陽台,34坪,14F/15F,電梯大樓,2021-04-17,10649657,"溫布敦大樓 樓中樓

享有電梯及保全人員平價舒適住宿且交通便利

溫布敦大樓,騎機車5分鐘到都會公園, 騎機車5分鐘到楠梓火車站,  走路2分鐘到都會捷運站,

近都會商圈、樓中樓、全新粉刷完工、精緻陽台、大套房、採光通風良好，方正格局，騎樓可停機車、大樓前面有政府設置平停車場、安全警衛管理、可搭乘電梯、還有直達頂樓的逃生門與逃生陽台地理位置：走路2分鐘到都會公園捷運站,、騎機車5分鐘到楠梓火車站、騎機車15分鐘到楠梓加工區、鄰近高雄海洋科技大學(1.2Km）、就近的捷運都會公園捷運站只需搭公車7、公車29即可。在省道1號上且靠近省道22號、鄰近國道1號楠梓交流道口交通生活機能便利。

鄰近高雄楠梓加工區、高雄海洋科技大學、高雄第一科大、高雄應用科技大學、義守醫院、生活機能超強，鄰7-11、萊爾富超商，超級市場、屈臣氏、便當店及各類餐飲美食店20餘間。",2021-03-20
,高醫商圈家俱電全。明亮大陽台住家,13000,13000,https://rent.591.com.tw/rent-detail-10583874.html,高雄市三民區民族一路100巷,含管理費/清潔費,一房一廳一衛一陽台,無,--,胡小姐（屋主聲明：仲介勿擾）,不可以,1房1廳1衛1陽台,16坪,18F/28F,電梯大樓,2021-04-03,10583874,"電話:
0986321612,單純住家。
屋內乾淨清新，客廳32寸電視，有冷氣，主臥全新冷氣，全新洗衣機 無車聲,
24小時管理,電梯刷卡進出,一層四戶2部電
垃圾有專人處理不用等垃圾車，隨時可放置專區，
每年固定消防安全檢查,管理公司管理優良，管理員幫忙收信。
社區大樓住戶辦網路優惠多多。禁抽煙酗酒吸毒者。
@@@大樓樓下停機,亦有7-11非常便利喔",2021-03-20
,2房平面車位景觀高樓層全新未住,13000,14699,https://rent.591.com.tw/rent-detail-10530294.html,高雄市橋頭區新東一街,,巴黎行旅,平面式停車位，已含租金內,1699元/月,陳先生（屋主）,不可以,2房2廳1衛1陽台,32.56坪,15F/22F,電梯大樓,2021-03-24,10530294,"橋頭新市鎮蛋黃區

步行高雄最大的都會公園約5 分鐘

步行青埔捷運站約10分鐘

坐南朝北向180度超美景觀

全新未住2房

採光佳

通風好

高樓層安靜好環境",2021-03-20
,生活機能好。,13000,13000,https://rent.591.com.tw/rent-detail-10511854.html,高雄市三民區大豐二路379巷8號,含管理費/清潔費,,無,--,許先生（屋主聲明：仲介勿擾）,不可以,2房1廳1衛1陽台,28坪,2F/5F,電梯大樓,2021-03-21,10511854,生活機能好。,2021-03-20
,便宜三房平車（搶手,13000,13541,https://rent.591.com.tw/rent-detail-10644847.html,高雄市大社區學府路225巷,含管理費,觀音山國際山莊,平面式停車位，已含租金內,--,洪小姐(仲介，收取服務費),不可以,3房2廳2衛2陽台,21坪,10F/12F,電梯大樓,2021-04-16,10644847,暫未添加說明（搶手,2021-03-20
x,高雄社會住宅✶光遠路✶電梯大樓2房,13000,15000,https://rent.591.com.tw/rent-detail-10613302.html,高雄市鳳山區光遠路155巷,,**,無,2000元/月,陳先生(仲介，不須服務費),不可以,2房1廳1衛2陽台,24.98坪,5F/7F,電梯大樓,2021-04-09,10613302,"🌼【地點】位於光遠路、近維新路、瑞竹路

🌼【房型】2房1廳1衛2陽，電梯大樓

🌼【樓層】5/7

🌼【一般戶租金】13,000

🌼【第一類租金】10,075

🌼【第二類租金】7,215

🌼【管理費】2,000

🌼【押金】2個月

🌼【坪數】24.98

🌼【周遭環境】超優環境，生活機能極便利；鄰近捷運大東站、大東醫院、健身房、藥局、大東文化藝術中心、大東濕地公園🌻🌴🐒🐕🐤、大東國民小學📚✏📖、眾多美食小吃🥤🍦🍜🍰🍩🍎

🌼【傢俱家電】冷氣

🌤可炊煮

🈲禁寵物、禁菸、禁拜拜、禁明火

❤️免收取仲介費



👍國家住宅及都市更新中心社會住宅包租代管計畫👍

【申請條件說明】       

🎯一般戶：租金$13,000

符合家庭年所得111萬以下，且全家人口月收入平均45,847元以下，且於高雄市無自有住宅，且設籍高雄市或於高雄市就學、就業者(需提供就學、在職證明)。

🎯第一類戶：租金$10,075

須設籍高雄，且符合下列任一項資格且全家人口平均月收入低於45,847元以下。

-身心障礙者

-65歲以上之老人

-原住民、災民、遊民

-育有3名未成年(20歲以下)子女

-受家庭暴力或性侵害之受害者及其子女

-特殊境遇家庭(需取得特殊境遇家庭扶助公文)

-感染人類免疫缺乏病毒者或罹患後天免疫缺乏症候群者

-於安置教養機構或寄養家庭結束安置無法返家，未滿二十五歲

🎯第二類戶：租金$7,215

須設籍高雄，且為低收入戶、中低收入戶資格。

【申請所須資料】

✅申請人之國民身分證

年滿20歲、中華民國國籍

✅全戶戶籍謄本

戶政申請，申請日前一個月內有效

戶籍謄本記事欄不可省略

✅戶籍內家庭成員財產歸屬清單

國稅局申請，申請日前一個月內有效

✅戶籍內家庭成員綜所稅清單

國稅局申請，申請日前一個月內有效

家庭成員指：申請人、申請人配偶、申請人之戶籍內直系親屬、申請人配偶之戶籍內直系親屬(含胎兒)；若申請人父母均已故，申請人戶籍內有未成年或身心障礙之兄弟姊妹需要照顧者(單身)，亦可納為家庭成員

✅其他身分別證明文件

📞看屋請電：0908-335922 陳先生

🏠申請地址：高雄市新興區中山一路126號(捷運站-美麗島4號出口)

☎公司專線：07-2363153；聯繫時間：每日09:00~18:00

🏆寄居蟹租屋有限公司

經紀人陳勁安(106)竹市經證字第000188號",2021-03-20
x,高雄社會住宅✶楠梓路✶電梯大樓4大房,13000,13575,https://rent.591.com.tw/rent-detail-10623426.html,高雄市楠梓區楠梓路213巷,,**,無,575元/月,邱小姐(仲介，不須服務費),可以,4房2廳2衛1陽台,51.71坪,7F/7F,電梯大樓,2021-04-11,10623426,"🌼【地點】位於楠梓路、近東寧路、旗楠公路

🌼【房型】4房2廳2衛1陽，電梯大樓

🌼【樓層】7/7

🌼【一般戶租金】13,000

🌼【第一類租金】11,375

🌼【第二類租金】8,125

🌼【管理費】575

🌼【押金】2個月

🌼【坪數】51.71

🌼【周遭環境】超優環境，生活機能極便利；鄰近銀行、臺電公司、公有市場、藥局、寵物用品店、公有停車場、幼兒園、壘球場、楠梓國中、楠梓國民小學📚✏📖、眾多美食小吃🥤🍦🍜🍰🍩🍎

🌼【傢俱家電】冷氣、冰箱、熱水器、瓦斯、床、衣櫃、桌、椅

🔥可炊煮

🈲禁菸

❤️免收取仲介費



👍國家住宅及都市更新中心社會住宅包租代管計畫👍

【申請條件說明】       

🎯一般戶：租金$13,000

符合家庭年所得111萬以下，且全家人口月收入平均45,847元以下，且於高雄市無自有住宅，且設籍高雄市或於高雄市就學、就業者(需提供就學、在職證明)。

🎯第一類戶：租金$11,375

設籍高雄，且符合下列任一項資格且全家人口平均月收入低於45,847元以下。

-身心障礙者

-65歲以上之老人

-原住民、災民、遊民

-育有3名未成年(20歲以下)子女

-受家庭暴力或性侵害之受害者及其子女

-特殊境遇家庭(需取得特殊境遇家庭扶助公文)

-感染人類免疫缺乏病毒者或罹患後天免疫缺乏症候群者

-於安置教養機構或寄養家庭結束安置無法返家，未滿二十五歲

🎯第二類戶：租金$8,125

設籍高",2021-03-20
,澄清湖兩房一廳,13000,13000,https://rent.591.com.tw/rent-detail-10653090.html,高雄市仁武區大昌街,含管理費,澄清湖亞洲渡假村,無,--,饒小姐（屋主）,不可以,2房1廳1衛2陽台,22.8坪,3F/5F,電梯大樓,2021-04-18,10653090,"室內17坪
屋況好，採光佳，社區游泳池，近學區，生活機能好，家俱全，重新裝潢，一",2021-03-20
,88快速道路2+1房,13000,13541,https://rent.591.com.tw/rent-detail-10648273.html,高雄市鳳山區過埤路,含管理費,鳳山翰林,無,--,陳先生(仲介，收取服務費),可以,3房2廳1衛1陽台,16.44坪,7F/14F,電梯大樓,2021-04-17,10648273,"中高樓層採光佳，通風環境良好。

進超市，市場採買方便。",2021-03-20
,"溫馨式家庭式學生宿舍,附有機車停車位",13000,13000,https://rent.591.com.tw/rent-detail-10646577.html,高雄市楠梓區清平街51巷31號,含管理費/網路,仁翔社區,平面式停車位，已含租金內,--,黃先生（屋主聲明：仲介勿擾）,可以,4房1廳2衛1陽台,34坪,7F/7F,電梯大樓,2021-04-17,10646577,"溫馨式家庭式學生宿舍,附有機車停車位,樓下有全家,萊爾富，斜對面有7-11，鄰近公園，距離家樂福不到1公里，生活機能方便。line   id   socchas",2021-03-20
,建國新城高樓層景觀採光三房,13000,13541,https://rent.591.com.tw/rent-detail-10432137.html,高雄市鳳山區建國路二段,含管理費,建國新城,無,--,徐先生(仲介，收取服務費),不可以,3房2廳2衛2陽台,45.21坪,11F/12F,電梯大樓,2021-04-01,10432137,"近文山、赤山各行業林立
生活機能佳
附近就是傳統菜市場 採買方便
近鳳山火車站 交通便利
車位可租
低管理費，格局方正
主臥衛浴開窗

禁拜拜 養竉物",2021-03-20
,海科大高雄大學第1科技電梯4房附傢俱家電,13000,14109,https://rent.591.com.tw/rent-detail-10624847.html,高雄市楠梓區德賢路267巷12號,,美麗國城,無,1109元/月,李先生（屋主聲明：仲介勿擾）,可以,4房1廳2衛2陽台,32坪,12F/19F,電梯大樓,2021-04-11,10624847,"1.臨近海科大...高雄大學...第1科技

2.臨近德賢商圈...生活機能佳

3.電梯4房附傢俱家電....限學生合租

4.現有住學生...看屋需提前一天約看屋

5.聯絡時間早上11.00...晚上22.00",2021-03-20
,德賢鬧區三房兩廳限學生,13000,14248,https://rent.591.com.tw/rent-detail-10593213.html,高雄市楠梓區德賢路248巷,,開喜人生,平面式停車位，已含租金內,1248元/月,許小姐（屋主聲明：仲介勿擾）,不可以,3房2廳2衛2陽台,32坪,7F/12F,電梯大樓,2021-04-05,10593213,"德賢鬧區   生活機能佳

樓下就是美食街  有50嵐、屈臣氏...等連鎖店",2021-03-20
,湖內東方大學、路科大空間4房電寓,13000,13541,https://rent.591.com.tw/rent-detail-10587518.html,高雄市湖內區中山路一段301巷,,東方富貴,無,--,蘇小姐(仲介，收取服務費),不可以,4房2廳2衛2陽台,26.499坪,4F/10F,電梯大樓,2021-04-04,10587518,"近東方設計大學及嘉南藥理大學，同學一起同租和樂融融。

近南科路竹園區，同事一起上下班好便利。

周邊生活機能佳，近大湖夜市，不愁餓肚子。

近台1線、路竹區、湖內區、鄰近大湖火車站。",2021-03-20
,中鋼晶棧.美2房.傢俱家電全.有陽台,13000,14541,https://rent.591.com.tw/rent-detail-10543911.html,高雄市小港區中鋼路,,中鋼晶棧,無,1000元/月,梁小姐(仲介，收取服務費),不可以,2房1廳1衛1陽台,13.85坪,5F/13F,電梯大樓,2021-03-26,10543911,"1:5年新屋..家具家電俱全..24小時刷卡進出

2:衛浴開窗..有陽台..面公園..住家寧靜.鄰近捷運站

3:低管理費歡.戶數少.住戶單純

房客月底搬遷，3月底可看屋

歡迎來電看屋..0973-958-117阿珠",2021-03-20
,近文山特區.陽明學區.傢電齊全.2陽臺,13500,15140,https://rent.591.com.tw/rent-detail-10636117.html,高雄市三民區義和路,,斐思迪雅大樓,無,1640元/月,陳小姐（屋主聲明：仲介勿擾）,不可以,2房1廳1衛2陽台,23坪,7F/9F,電梯大樓,2021-04-15,10636117,"可使用自備電磁爐煮簡易餐點

傢電 、設備齊全、鬧中取靜 、生活機能超級佳☺高cp值

設有管理員收信件包裹 皆方便 

有2部電梯、 進出超方便省時

1.附近有陶板屋、家樂福、麥當勞、星巴克、卡啡那咖啡館、a little more多一點咖啡館、Good parner好夥伴、To be smoothie、木盆Woopen沙拉、mos burger多那之、路易莎咖啡館、健身工廠、World gym、全聯、方師傅麵包坊、生力美食、寶雅、J-mart、寒軒陽明大飯店、50嵐、麻古茶坊、早安山丘、丹丹漢堡、 7-11、全家超商、 陽明早市……

2、近彰銀、台新、中國信託、玉山、高雄銀行、郵局

3、 7 分鐘到達 澄清湖 、 正修科技大學、 長庚醫院

適合新婚夫妻 愛的小窩",2021-03-20
,美術館簡約2+1房附家具電器車位好租,13500,15482,https://rent.591.com.tw/rent-detail-10612622.html,高雄市鼓山區美術北一街,,,無,1420元/月,林小姐(仲介，收取服務費),不可以,2房2廳1衛1陽台,26坪,15F/15F,電梯大樓,2021-04-09,10612622,"近美術館綠園道，
優質社區，住戶單純，
簡約二房附大餐廳，可當書房
限正職，家庭，上班族合租可，
大樓對面有露天停車場可租。
Line ID:teresa725",2021-03-20
